ENG	Ontological_Category	Semantic_Field	CMN 1	CMN 2	CMN 3	CMN 4	CMN 5	NL 1	NL 2	NL 3	NL 4	NL 5	SPA 1	SPA 2	SPA 3	SPA 4	SPA 5	DE 1	DE 2	DE 3	DE 4	DE 5	ENG_Associations	ENG_Association_Freqs	CMN 1_Associations	CMN 1_Association_Freqs	CMN 2_Associations	CMN 2_Association_Freqs	CMN 3_Associations	CMN 3_Association_Freqs	CMN 4_Associations	CMN 4_Association_Freqs	CMN 5_Associations	CMN 5_Association_Freqs	NL 1_Associations	NL 1_Association_Freqs	NL 2_Associations	NL 2_Association_Freqs	NL 3_Associations	NL 3_Association_Freqs	NL 4_Associations	NL 4_Association_Freqs	NL 5_Associations	NL 5_Association_Freqs	SPA 1_Associations	SPA 1_Association_Freqs	SPA 2_Associations	SPA 2_Association_Freqs	SPA 3_Associations	SPA 3_Association_Freqs	SPA 4_Associations	SPA 4_Association_Freqs	SPA 5_Associations	SPA 5_Association_Freqs	DE 1_Associations	DE 1_Association_Freqs	DE 2_Associations	DE 2_Association_Freqs	DE 3_Associations	DE 3_Association_Freqs	DE 4_Associations	DE 4_Association_Freqs	DE 5_Associations	DE 5_Association_Freqs
pants	Person/Thing	Clothing and grooming	裤子					broek					pantalones					Hose					jeans; trousers; shorts; slacks; shirt; clothes; legs; dance; underwear; knickers; off; long; belt; blue; dog; gasps; leggings; man; pantaloons; rubbish	25; 22; 15; 12; 11; 9; 8; 6; 6; 5; 5; 4; 3; 3; 3; 3; 3; 3; 3; 3	衣服; 短裤; 牛仔裤; 裙子; 牛仔; 腿; 黑色; 袜子; 破洞; 长裤	10; 9; 8; 8; 7; 6; 6; 5; 4; 4									jeans; riem; lang; rits; rok; man; benen; pijpen; trui; kleding; warm; blauw; kledij; winter; gemakkelijk; hemd; kledingsstuk; kleren; knoop; kort	42; 19; 17; 13; 13; 12; 10; 9; 8; 7; 7; 6; 6; 4; 3; 3; 3; 3; 3; 3									jeans; ropa; piernas; cortos; jean; largos; comodidad; vestimenta; hombre; vaqueros; azul; bermudas; cómodos; prenda; short; abrigo	12; 9; 8; 7; 7; 7; 5; 5; 4; 4; 3; 3; 3; 3; 3; 2									Jeans; Gürtel; Kleidung; Jacke; blau; lang; Beine; bequem; Mann; Anzug; Bein; Beinkleid; Hemd; Hosenträger	28; 8; 8; 7; 6; 6; 5; 5; 4; 3; 3; 3; 3; 3								
part	Person/Thing	Quantity	部分					deel	part				parte					Teil	Bestandteil				piece; hair; whole; role; section; of; play; leave; separate; time; portion; some; divide; fraction; parcel; pie; car; component; not whole; one	34; 29; 24; 14; 12; 11; 9; 8; 8; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3	整体; 全部; 局部; 蛋糕; 一些; 一部分; 人; 组成	15; 9; 5; 4; 3; 3; 3; 3									stuk; part; geheel; taart; verdelen; onderdeel; delen; breuk; helft; geef; wiskunde; gedeelte; kwart; niet af; partje; verdeel; beetje	62; 31; 21; 21; 8; 7; 6; 5; 5; 4; 4; 3; 3; 3; 3; 3; 2	deel; stuk; taart; erfenis; gedeelte; sinaasappel; geheel; mandarijn; onderdeel; spie; voor mijn; aandeel; appelsien; cake	88; 49; 22; 6; 6; 6; 3; 3; 3; 3; 3; 2; 2; 2							porción; pedazo; trozo; todo; fracción; auto; división; sección; espacio; fragmento; incompleto	18; 17; 16; 7; 6; 4; 4; 4; 3; 3; 3									Ganzes; Stück; Ding; Puzzle; Anteil; Auto; eins; teilen; Kuchen	18; 17; 7; 6; 5; 4; 4; 4; 3	Teil; Ganzes; Inhalt; Stück; Zutat; Gruppe; Zusammensetzung; wichtig; Atom; Bausatz; Biologie; Chemie; Ding; Einzelteil	12; 6; 6; 5; 4; 3; 3; 3; 2; 2; 2; 2; 2; 2						
partner			伴侣	伙伴				partner					pareja	compañero	asociarse	socio	compañera	Partnerin					friend; wife; husband; business; sex; spouse; lover; love; gay; life; marriage; boyfriend; crime; dance; team; couple; law; relationship; colleague; cowboy	30; 20; 16; 15; 15; 13; 10; 9; 7; 7; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3	陪伴; 婚姻; 爱; 爱人; 结婚; 咖啡; 夫妻; 家; 性; 情侣; 灵魂; 一生一世; 一起; 出轨	13; 5; 5; 5; 5; 4; 4; 3; 3; 3; 3; 2; 2; 2	朋友; 合作; 小伙伴; 关系; 同学; 闺蜜; 一起; 亲密; 信任; 友谊; 同伙	21; 6; 5; 3; 3; 3; 2; 2; 2; 2; 2							man; liefde; vrouw; vriend; echtgenoot; levensgezel; collega; huwelijk; trouw; zaken; relatie; lief; samen; echtgenote; geliefde; gezel; kinderen; sex; vriendin	31; 19; 19; 18; 14; 9; 8; 7; 7; 7; 6; 5; 5; 4; 4; 4; 4; 4; 4									amor; dos; compañero; novios; igual; par; amigo; familia; matrimonio; amistad; compañerismo; cónyuge; sexo; vida; 2; amante; compartir	26; 12; 8; 7; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2	amigo; amistad; escuela; trabajo; colega; pareja; vida; ayuda; camarada; compartir; compañía; estudio; par; acompañante	49; 8; 7; 7; 6; 6; 4; 3; 3; 3; 3; 3; 3; 2	juntarse; unirse; socio; conjunto; empresa; sociedad; compartir; amigos; asociación; compañeros; acompañarse; aliarse; amistad	15; 13; 6; 5; 5; 5; 4; 3; 3; 3; 2; 2; 2	compañero; amigo; negocio; empresa; trabajo; club; dinero; compinche; miembro; colega	20; 19; 14; 10; 6; 5; 4; 3; 3; 2	amiga; pareja; compinche; esposa; hermana; clase; par; compartir; escuela; mujer; amor; colega	38; 7; 5; 5; 5; 4; 4; 3; 3; 3; 2; 2	Beziehung; Freundin; Liebe; Frau; Ehefrau; Partner; Vertrauen; Ehe; Freude; Gemeinschaft	14; 12; 12; 11; 9; 9; 5; 2; 2; 2								
passage			通道					passage	doorgang				pasadizo	pasaje				Übergang					way; book; tunnel; ship; time; path; hallway; travel; corridor; safe; alley; dark; excerpt; paragraph; secret; text; through; trail; voyage; water	17; 14; 14; 12; 12; 11; 9; 7; 6; 6; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4	隧道; 安全; 走廊; 过道; 地下; 地下通道; 地道; 地铁; 安全通道; 狭窄; 路; 长	10; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3									doorgang; boek; deel; winkels; smal; fitness; gang; alinea; stukje; doortocht; voorbijgaan; brussel; drukte; hoofdstuk; overdekt; steeg; tekst; voorbij; galerij; lezen	47; 21; 11; 9; 8; 7; 7; 6; 6; 5; 5; 4; 4; 4; 4; 4; 4; 4; 3; 3	deur; smal; gang; weg; poort; tunnel; passage; nauw; opening; ingang; hal; toegang; open; verbinding; pad; passeren; rij; route; steegje; straat	31; 17; 14; 14; 12; 12; 11; 10; 10; 7; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3							secreto; pasillo; túnel; pasaje; atajo; camino; estrecho; callejón; oculto; oscuro; angosto; laberinto; castillo; corto	20; 18; 13; 10; 5; 5; 5; 4; 4; 4; 3; 3; 2; 2	viaje; avión; boleto; tren; vacaciones; ómnibus; camino; calle; bus; ida; micro	34; 24; 16; 7; 7; 7; 5; 4; 3; 3; 3							Brücke; fließend; Bahnübergang; Veränderung; Wechsel; Zug; Bahn; Fluss; Grenze; Phase; Schranke; Steg	26; 5; 4; 4; 4; 3; 2; 2; 2; 2; 2; 2								
passion			激情	热情				passie					pasión					Leidenschaft	Passion				love; fruit; sex; lust; Christ; red; fire; desire; kiss; romance; drive; heat; devotion; energy; enthusiasm; hobby	63; 26; 14; 12; 11; 11; 10; 6; 5; 5; 4; 4; 3; 3; 3; 3	激动; 四射; 爱情; 性; 燃烧; 热情; 兴奋; 澎湃; 爱; 做爱; 冲动; 冲浪; 刺激	9; 6; 6; 5; 5; 4; 3; 3; 3; 2; 2; 2; 2	热心; 好客; 开朗; 火; 性格; 激情; 红色; 冷淡; 冷漠; 奔放; 洋溢; 亲切; 似火; 关心; 可爱; 善良; 喜欢; 大方; 太阳	6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2; 2; 2; 2; 2							liefde; vuur; hobby; hartstocht; rood; sex; muziek; vrucht; gedreven; interesse; vrijen; lust; overgave; passievrucht; seks; emotie; gevoel; hevig; leven; valentijn	55; 23; 15; 13; 11; 8; 6; 6; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3									amor; sexo; rojo; fuego; sentimiento; deseo; ganas; beso; pareja; vida; corazón; dedicación; emoción; entusiasmo; fútbol; locura; cariño	45; 15; 8; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 2									Liebe; Passion; Sex; Hobby; Feuer; Musik; liebe; Begeisterung; Freude; Lust	26; 11; 8; 5; 4; 4; 4; 3; 3; 3	Leidenschaft; Hobby; Frucht; Passionsfrucht; Christi; Liebe; Hingabe; Musik; liebe	35; 10; 8; 6; 5; 4; 3; 3; 3						
path	Person/Thing	Motion	路径	小路	道路	小径		pad					camino	sendero				Pfad					way; road; trail; walk; garden; woods; direction; dirt; forest; track; hike; journey; route; travel; trees; foot; lane; follow; grass	41; 35; 15; 15; 9; 8; 7; 7; 6; 6; 5; 5; 5; 5; 5; 4; 4; 3; 3	小路; 道路; 电脑; 遥远; Photoshop; 导航; 山间小路; 快捷; 捷径; 方式; 曲折	7; 6; 3; 3; 2; 2; 2; 2; 2; 2; 2	幽静; 石子; 危险; 捷径; 泥泞; 窄; 大道; 小径; 曲折; 石头; 崎岖; 林荫	8; 5; 4; 4; 4; 4; 3; 3; 3; 3; 2; 2	曲折; 车; 马路; 柏油; 汽车; 笔直; 行人; 风景; 人; 修路; 坎坷; 平坦	5; 5; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2					kikker; groen; vijver; glibberig; vies; amfibie; bos; water; slijmerig; weg; slijm; dier; dik; sprookje; bruin; kwaken; prins; traag	46; 25; 16; 13; 12; 10; 9; 9; 8; 8; 6; 5; 5; 5; 4; 4; 4; 4									ruta; sendero; largo; tierra; vida; calle; destino; árboles; senda; trayecto; andar; caminante; lugar; paseo; piedra; viaje	21; 14; 12; 9; 8; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3	camino; senda; paseo; campo; guía; luminoso; ruta; vereda; vía; árboles; aventura; bosque	60; 9; 4; 3; 3; 3; 3; 3; 3; 3; 2; 2							Weg; Wald; Wandern; schmal; Pfadfinder; wandern; weg; Richtung; Straße	37; 16; 8; 7; 4; 4; 4; 3; 3								
patience			耐心					geduld					paciencia					Geduld					wait; virtue; calm; time; kind; kindness; quiet; tolerance; child; bored; calmness; doctor; happiness; hard; hurried; impatient; listener; long	38; 30; 27; 17; 4; 4; 4; 4; 3; 2; 2; 2; 2; 2; 2; 2; 2; 2	细心; 老师; 忍耐; 急躁; 教育; 烦躁; 等待; 细致; 品质; 妈妈; 学习; 宽容; 工作	6; 6; 5; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2									wachten; tijd; deugd; rustig; kinderen; moeilijk; kalm; rust; goed; patience; gave; ongeduld; kalmte; lang; afwachten; even; heb ik niet; mooi; niet	30; 21; 18; 15; 14; 12; 10; 8; 7; 6; 5; 5; 4; 4; 3; 3; 3; 3; 3									esperar; calma; paz; tolerancia; tranquilidad; virtud; sabiduría; tiempo; niño; poca; aguante	27; 9; 8; 7; 7; 6; 5; 5; 4; 4; 3									warten; Ruhe; Kinder; Zeit; Verständnis; Warten; Ausdauer; Faden; ruhig; langsam; schwer	12; 11; 6; 6; 5; 5; 4; 4; 4; 3; 3								
pay			支付					betalen					pagar					bezahlen					money; salary; day; check; give; wages; back; cash; cost; earn; earnings; bill; buy; dollar; me; pal; reward; roll; work; forward	38; 19; 15; 13; 11; 10; 6; 6; 6; 6; 6; 5; 4; 4; 4; 4; 4; 4; 4; 3	支付宝; 钱; 宝; 马云; 淘宝; 现金; 交易; 手机; 微信; 金钱; 钱包; 银行卡	29; 16; 11; 8; 6; 5; 4; 4; 3; 3; 3; 3									geld; rekening; bankkaart; winkel; kopen; duur; bank; cash; kassa; schuld; winkelen; overschrijving; belastingen; euro; kredietkaart; uitgeven; overschrijven; portemonee	78; 20; 18; 14; 9; 8; 7; 6; 6; 6; 6; 5; 4; 4; 4; 4; 3; 3									deudas; dinero; plata; abonar; cobrar; cuentas; comprar; garpar; saldar; caro; compra; factura; impuestos; tarjeta	18; 18; 15; 9; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3																		
payment			付款	支付				betaling					pago					Zahlung	Bezahlung				money; bill; check; cash; bank; credit; rent; job; work; debt; dollar; fee; owe; pay; purchase; due; funds; installment	62; 25; 14; 13; 10; 9; 8; 6; 6; 4; 4; 4; 4; 4; 4; 3; 3; 3	支付宝; 微信; 钱; 支付; 二维码; 买东西; 扫码; 现金; 购物; 商品	23; 20; 10; 8; 6; 4; 4; 4; 4; 3	支付宝; 钱; 宝; 马云; 淘宝; 现金; 交易; 手机; 微信; 金钱; 钱包; 银行卡	29; 16; 11; 8; 6; 5; 4; 4; 3; 3; 3; 3							geld; rekening; overschrijving; bank; factuur; cash; bankkaart; kassa; schuld; euro; winkel; cheque; kopen; afrekening; contant; pinnen; prijs	72; 29; 18; 16; 12; 9; 8; 7; 7; 6; 6; 4; 4; 3; 3; 3; 3									dinero; deuda; plata; sueldo; lugar; trabajo; cobro; cuota; deber; factura; casa; negocio; obligación; pagar; pueblo; salario	27; 13; 11; 10; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3									Geld; Rechnung; Überweisung; Bank; Kreditkarte; Schulden; Bargeld; Konto	32; 20; 10; 5; 5; 5; 3; 3	Geld; Lohn; Karte; Rechnung; Gehalt; Arbeit; Bargeld; Kreditkarte; Leistung; Bank	40; 13; 11; 7; 6; 4; 4; 4; 3; 2						
peach			桃子					perzik					durazno	melocotón									fruit; pear; fuzz; sweet; fuzzy; juicy; pie; Georgia; plum; pit; tree; summer; soft; orange; apple; pink; cobbler	45; 19; 15; 13; 12; 12; 12; 11; 11; 9; 9; 8; 7; 6; 5; 5; 4	甜; 毛; 水果; 夏天; 苹果; 屁股; 梨; 水蜜桃; 粉色; 多汁; 好吃; 孙悟空; 李子; 桃花	10; 7; 7; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3									fruit; sappig; zoet; zacht; lekker; oranje; zomer; pit; rond; vrucht; abrikoos; sap; appel; boom; geel; gezond; huid; shampoo; peche; blik	47; 22; 22; 20; 16; 14; 13; 7; 6; 6; 5; 5; 4; 4; 4; 4; 4; 4; 3; 2									fruta; dulce; verano; departamento; naranja; carozo; melocoton; pelusa; manzana; rico; árbol; banana; ciudad; melocotón; pelo; piel	34; 12; 9; 7; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3																		
pear			梨					peer					pera					Birne					fruit; apple; shape; green; tree; sweet; juicy; peach; juice; orange; yellow; stem; banana; bear; food; boss	64; 38; 27; 18; 12; 11; 10; 6; 5; 5; 5; 4; 3; 3; 3; 2	苹果; 水果; 孔融; 梨子; 梨花; 凤梨; 吃; 咳嗽; 子; 梨汁; 甜	21; 14; 7; 7; 6; 3; 3; 3; 3; 3; 3									fruit; appel; groen; boom; sappig; lekker; banaan; vorm; eten; lamp; vrucht; gezond; zoet	58; 54; 18; 14; 13; 10; 8; 7; 6; 6; 5; 4; 4									fruta; amarilla; dulce; rica; manzana; verde; banana; comida; árbol; espera	48; 20; 12; 9; 7; 6; 4; 4; 4; 3									Obst; Apfel; Frucht; Glühbirne; Baum; Kopf; gelb; herbst; Licht; gesund; lecker; Essen	24; 23; 13; 6; 4; 4; 4; 4; 3; 3; 3; 2								
pen			笔					pen					lapicera	pluma				Stift					pencil; write; ink; paper; blue; pig; sword; draw; letter; pal; quill; red; ballpoint; cage; eraser	55; 45; 43; 32; 11; 8; 6; 5; 4; 4; 4; 4; 3; 3; 3	纸; 写字; 毛笔; 铅笔; 墨水; 钢笔; 笔芯; 写; 圆珠笔; 墨; 橡皮; 笔帽	12; 8; 8; 8; 7; 7; 4; 3; 3; 3; 3; 3									schrijven; inkt; papier; potlood; bic; blauw; balpen; stylo; vulpen	68; 55; 24; 16; 12; 12; 10; 10; 10									lápiz; escribir; tinta; azul; BIC; escritura; birome; bolígrafo; papel; cuaderno; escuela; goma	25; 24; 20; 10; 10; 10; 9; 8; 6; 4; 3; 3	pájaro; ave; escribir; lapicera; tinta; escritura; liviano; suave; blanca; gallina; liviana; lápiz; paloma	25; 23; 9; 9; 9; 8; 8; 8; 4; 4; 4; 4; 4							schreiben; Bleistift; Kugelschreiber; Kuli; malen; Papier; zeichnen; Schreiben; Füller; Lehrling; Schule	20; 16; 12; 8; 8; 7; 6; 5; 4; 4; 4								
people			人	人民	人们			mensen					gente					Menschen	Personen				person; humans; crowd; group; friends; men; population; women; family; folks; them; world; many; places; populate; children; cities; individuals; love; nations	24; 23; 17; 15; 13; 8; 7; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	人类; 动物; 人生; 人民; 好人; 自然; 坏人; 女人; 生命; 人们	12; 8; 6; 4; 4; 4; 3; 3; 3; 2	群众; 民主; 共和国; 国家; 权利; 百姓; 警察; 中国; 人民币; 利益; 币; 当家做主	14; 8; 7; 7; 4; 4; 4; 3; 3; 3; 3; 3	人群; 群众; 人民; 大众; 拥挤; 乌合之众; 人类; 多	7; 6; 4; 4; 3; 2; 2; 2					volk; massa; veel; dieren; groep; vrienden; man; menigte; vrouw; kinderen; drukte; personen; familie; wereld; de grijze muizen; iedereen; lawaai; lief; praten; apen	23; 20; 17; 12; 12; 12; 10; 9; 9; 8; 6; 6; 4; 4; 3; 3; 3; 3; 3; 2									personas; multitud; grupo; mucha; muchedumbre; humanos; buena; calle; amigos; bullicio; ciudad; pueblo; ruido	34; 16; 9; 7; 6; 5; 4; 4; 3; 3; 3; 3; 3									Leute; Leben; Personen; Erde; Familie; Freunde; Frauen; Männer; Tiere; Bevölkerung; Liebe; Menge	8; 7; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3	Menschen; Leute; Gruppe; Freunde; Familie; Menge; viele; Kinder	26; 14; 8; 7; 5; 3; 3; 2						
perception			感知	认知				perceptie	waarneming				percepción					Wahrnehmung	Perzeption				see; view; understanding; vision; sight; thought; idea; belief; opinion; eye; feeling; individual; perceive; personal; point of view; viewpoint; visual; insight; mind; thoughts	21; 15; 14; 12; 11; 11; 8; 7; 7; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4	感受; 感觉; 知觉; 知道; 触摸; 世界; 感性; 存在; 察觉; 情感; 未知	13; 11; 5; 4; 4; 3; 3; 2; 2; 2; 2	认识; 知识; 错误; 意识; 自我; 障碍; 了解; 哲学; 联想; 三观; 学习	11; 9; 5; 4; 4; 4; 3; 3; 3; 2; 2									zien; observatie; voelen; kijken; ogen; horen; observeren; weer; bekijken; onderzoek; perceptie; zicht; zintuigen; proeven; vaststellen; vogel; wetenschap; empirie; experiment; feit	49; 26; 16; 12; 12; 10; 6; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2							sentido; sentir; intuición; entender; idea; visión; vista; mirada; ojo; percibir; ver; escuchar; observación; perspectiva	15; 8; 6; 5; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3									Sehen; Sinne; sehen; subjektiv; Hören; Auge; Augen; Fühlen; Gefühl; Realität; hören; riechen; Auffassung; Aufmerksamkeit; Eindruck	13; 11; 6; 6; 4; 3; 3; 3; 3; 3; 3; 3; 2; 2; 2	Wahrnehmung; Sinne; sehen; Auffassung; Kognition; Rezeption; Aufmerksamkeit; Auge	25; 4; 4; 3; 3; 3; 2; 2						
perfect			完美					perfect					perfecto					perfekt					flawless; ideal; beautiful; good; complete; impossible; ten; best; correct; score; without error; 100; excellent; great; amazing; fine; finished; Jesus; make better; nice	13; 11; 10; 9; 8; 8; 8; 8; 7; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	金星; 主义; 强迫症; 美丽; 无暇; 不完美; 世界; 人	8; 5; 4; 4; 3; 2; 2; 2									ideaal; goed; mooi; juist; prima; super; volmaakt; niemand; ok; af; best; correct; foutloos; geweldig; onbestaand; prachtig; uitstekend; zeer goed; 100; helemaal af	22; 18; 13; 10; 9; 9; 9; 8; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3									excelente; ideal; lindo; bien; exacto; genial; impecable; justo; yo; bueno; correcto; hermoso; imposible; inmejorable; naturaleza; sin error	10; 7; 7; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3									super; fehlerlos; makellos; toll; schön; richtig; am besten; einwandfrei	9; 5; 5; 5; 4; 3; 2; 2								
performance			业绩	演出	表现	绩效		prestatie					actuación	desempeño	rendimiento			Aufführung	Auftritt				show; theater; act; play; dance; stage; art; music; sport; actor; anxiety; audience; sex; applause; artist; concert; enhancing; production; recital; ability	26; 14; 13; 13; 12; 11; 7; 7; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 2	公司; 工资; 成绩; 工作; 绩效; 考核; 上升; 业务; 奖金; 销售; KPI; 保险	9; 7; 7; 6; 6; 4; 3; 3; 3; 3; 2; 2	演员; 舞台; 表演; 演唱会; 成功; 精彩; 唱歌; 明星; 灯光; 话剧; 周杰伦	17; 14; 14; 6; 5; 5; 3; 3; 3; 3; 2	良好; 优秀; 展示; 优异; 表演; 表达; 不错; 力; 好; 出色	9; 8; 6; 5; 5; 5; 3; 3; 3; 2	成绩; 考核; 工资; 工作; 奖金; 业绩; 公司; 效率; 压力; 效果	14; 14; 13; 9; 7; 4; 4; 4; 3; 3			werk; goed; resultaat; sport; inspanning; doel; druk; school; beloning; punten; succes; kunnen; record; slagen; trots; winnen; moeite; overwinning; stress; examen	17; 13; 11; 11; 9; 7; 7; 7; 6; 6; 6; 5; 5; 5; 5; 5; 4; 4; 4; 3									teatro; actor; actriz; escenario; obra; arte; cine; mentira; película; performance; acto; artista	32; 14; 7; 7; 6; 4; 4; 4; 4; 3; 2; 2	trabajo; desarrollo; tarea; actitud; desenvolvimiento; performance; capacidad; esfuerzo; rendimiento; eficacia; evaluación	24; 7; 7; 5; 5; 5; 4; 4; 4; 3; 3	capacidad; resultado; esfuerzo; trabajo; académico; deporte; alto; bueno; desempeño; eficiencia; ejercicio; productividad	9; 7; 6; 5; 4; 4; 3; 3; 3; 3; 3; 3					Theater; Bühne; Oper; Konzert; Show; Publikum; Schauspieler; Vorstellung; Ballett; Darbietung; Musical	38; 13; 8; 5; 5; 4; 4; 4; 3; 3; 3	Bühne; Theater; Show; Konzert; Lampenfieber; Performance; Publikum; Applaus; Vorhang; Aufregung; Ballett	30; 19; 7; 5; 5; 5; 4; 3; 3; 2; 2						
person	Person/Thing	Kinship	人	的人	人士			persoon					persona					Person					human; people; man; individual; woman; place; friend; thing; family; hood; me; living; of interest; adult; being; child; Homo Sapiens; alone; animal; body	37; 25; 22; 19; 13; 9; 7; 7; 4; 4; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2	人类; 动物; 人生; 人民; 好人; 自然; 坏人; 女人; 生命; 人们	12; 8; 6; 4; 4; 4; 3; 3; 3; 2	可爱; 美丽; 善良; 我; 温柔; 谁; 严肃; 和蔼; 好; 好看; 漂亮	10; 10; 6; 6; 5; 4; 3; 3; 3; 3; 3	成功; 人; 人员; 精英; 高端; 专业人士; 商业; 商务	24; 3; 3; 3; 3; 2; 2; 2					mens; iemand; man; vrouw; ik; individu; vriend; kind; karakter; andere; belangrijk; hij; jij; onbekende; partner; collega; eigen; eigenheid	54; 35; 25; 17; 10; 10; 9; 6; 5; 3; 3; 3; 3; 3; 3; 2; 2; 2									humano; ser; gente; hombre; individuo; buena; mujer; sujeto; yo	23; 22; 13; 9; 9; 6; 6; 6; 6									Mensch; Frau; Mann; Individuum; Ausweis; Freund; Kind; Leute	29; 11; 10; 9; 4; 4; 3; 3								
personality			性格	个性	人格			persoonlijkheid					personalidad					Persönlichkeit					character; happy; trait; person; disorder; friendly; charm; good; type; bubbly; funny; people; charming; face; fun; great; kind; lively; mind; nice	18; 12; 12; 10; 8; 7; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	开朗; 暴躁; 个性; 人格; 内向; 好; 性情; 气质; 活泼; 温柔; 人; 古怪; 复杂	9; 8; 6; 6; 5; 4; 3; 3; 3; 3; 2; 2; 2	性格; 张扬; 鲜明; 独特; 开朗; 自由; 人物; 内向; 化	13; 7; 6; 5; 3; 3; 2; 2; 2	分裂; 魅力; 性格; 多重; 人品; 健全; 品格; 个性	19; 14; 6; 4; 3; 3; 3; 2					karakter; sterk; eigen; uniek; eigenheid; ik; ego; belangrijk; goed; uitstraling; warm; aard; individu; persoon; mens; mezelf; open; psychologie; assertief; charisma	48; 21; 12; 9; 8; 8; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 2; 2									carácter; persona; fuerte; identidad; ser; yo; carisma; fortaleza; única; actitud; compleja; buena; características	13; 13; 8; 6; 6; 6; 4; 4; 4; 3; 3; 2; 2									Charakter; Mensch; berühmt; Individuum; individuell; Charisma; Ego; Person; Selbstbewusst; ich; Auftreten; Ausstrahlung; Eigenschaft	22; 5; 5; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2								
pet			宠物					huisdier					mascota					Haustier					dog; cat; animal; love; companion; stroke; bird; touch; food; friend; fur; family; fish; rat; rub	67; 52; 20; 10; 7; 7; 6; 6; 5; 5; 4; 3; 3; 3; 3	猫; 狗; 可爱; 兔子; 毛; 动物; 小狗; 狗狗	31; 30; 13; 4; 4; 3; 3; 3									hond; kat; vis; hamster; konijn; vogel; poes; gezelschap; cavia; vriend; wandelen; goudvis; kanarie	85; 70; 19; 10; 10; 9; 8; 6; 4; 4; 4; 3; 3									perro; gato; animal; amor; compañero; amigo; compañía; familia	39; 23; 12; 9; 9; 8; 7; 4									Katze; Hund; Hamster; Meerschweinchen; Fell; Freude; Futter; Haare	38; 37; 7; 3; 2; 2; 2; 2								
philosophy			哲学					filosofie					filosofía					Philosophie					thought; study; Plato; Socrates; ideas; religion; science; Aristotle; books; Greek; Kant; learning; mind; thoughts; deep; Descartes; discussion; hard; life; major	21; 15; 13; 13; 8; 7; 6; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	马克思; 思想; 思考; 希腊; 书; 尼采; 文学; 柏拉图; 深奥; 理论; 历史; 古希腊	13; 5; 5; 4; 3; 3; 3; 3; 3; 3; 2; 2									denken; nadenken; plato; boek; socrates; wetenschap; wijsbegeerte; gedachte; moeilijk; studie; filosoof; les; aristoteles; denker; descartes; freud; levensbeschouwing; levenswijze; oudere mannen; redeneren	23; 14; 11; 10; 8; 8; 8; 7; 7; 6; 5; 4; 3; 3; 3; 3; 3; 3; 3; 3									pensar; pensamiento; sabiduría; conocimiento; estudio; Platón; saber; amor; mente; reflexión; Sócrates; ciencia; disciplina; Grecia; idea; letras	11; 9; 7; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3									Kant; Studium; Aristoteles; Sokrates; Weisheit; Wissen; Bücher; Denken; Denker; Fach; Gedanken; Geisteswissenschaft; Griechenland; Platon; Uni	8; 6; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3; 3								
